City;Region;Country;AirQuality;WaterPollution;ph;Hardness;Solids;Chloramines;Sulfate;Conductivity;Organic_carbon;Trihalomethanes;Turbidity;Potability
Harbin;Heilongjiang;People's Republic of China;1.428.571.429;57.5;9.323.583.858.284.500;21.271.066.980.589.000;15.751.175.300.296.700;5.501.070.114.239.310;2.968.485.120.030.000;3.997.737.042.300.340;1.062.226.549.121.730;7.455.428.505.833.690;3.006.650.221.855.860;0
Donetsk;Donetsk Oblast;Ukraine;20;65;458.196.872.788.087;1.860.979.152.810.740;3.389.706.820.165.680;63.584.022.962.415.500;31.655.279.138.947.800;4.063.823.779.740.670;1.969.984.804.212.280;623.233.034.807.969;4.500.207.624.732.670;0
Aigle;Canton of Vaud;Switzerland;75;25;7.884.841.993.204.570;22.924.265.983.190.000;21.733.828.043.581.600;7.903.081.469.320.270;3.151.899.837.510.020;36.877.089.370.676.000;11.635.399.275.284.000;4.980.432.225.005.690;4.631.640.754.077.160;0
Cincinnati;Ohio;United States of America;5.757.575.758;4.310.344.828;6.168.838.539.281.270;23.830.104.775.006.800;24.827.516.640.873.100;77.200.109.589.287.700;26.949.017.326.233.300;4.826.733.272.625.630;22.091.990.222.757.400;7.916.928.110.264.580;4.435.760.073.378.440;0
Omaha;Nebraska;United States of America;7.857.142.857;3.235.294.118;7.230.845.306.553.170;17.757.480.307.423.300;17.864.689.385.537.900;5.818.229.015.846.420;3.435.933.323.950.080;367.689.991.785.902;19.912.950.169.640.900;5.930.305.301.704.900;5.622.018.080.855.880;0
Fresno;California;United States of America;21.25;78.125;;23.500.459.773.839.000;39.009.138.917.311.300;6.938.729.525.155.310;2.867.651.014.049.070;5.534.940.321.982.860;19.418.013.145.029.100;8.484.773.971.524.380;4.071.343.675.272.800;0
Plymouth;England;United Kingdom;7.380.952.381;2.361.111.111;8.693.104.326.309.320;18.477.280.935.553.400;1.328.377.805.343.000;6.521.814.669.653.310;34.855.479.203.877.100;5.609.659.101.723.100;13.978.347.933.221.600;7.173.384.510.840.360;28.982.230.607.674.300;0
Edirne;Edirne Province;Turkey;3.333.333.333;50;;19.480.609.142.080.500;3.298.123.945.648.840;9.554.785.291.159.460;;28.679.443.161.119.700;10.415.889.061.475.400;7.190.514.736.385.540;32.316.796.925.242.000;0
Richmond;Virginia;United States of America;7.317.073.171;2.763.157.895;479.746.018.165.997;1.903.151.268.401.930;21.280.246.558.722.700;6.188.502.911.703.340;3.267.941.937.801.370;3.574.361.933.794.980;11.713.821.016.373.500;6.386.306.845.783.820;4.038.502.789.352.140;0
Chandigarh;;India;5.441.176.471;5.811.688.312;9.319.176.393.077.570;19.933.356.542.130.000;14.294.240.349.959.200;7.784.940.449.239.420;3.660.517.518.808.900;33.844.144.996.454.000;15.215.292.663.693.700;6.339.146.814.555.410;4.129.230.416.389.850;0
Plzen;;Czech Republic;65;4.285.714.286;758.168.757.744.945;18.074.914.015.853.400;119.892.462.425.416;4.977.306.609.069.510;32.817.697.771.424.700;6.178.835.131.421.280;1.356.125.295.056.430;3.921.591.747.967.700;4.457.282.487.105.630;0
Fortaleza;Ceara;Brazil;6.666.666.667;5.694.444.444;5.348.213.658.597.060;23.266.850.873.112.700;11.797.920.916.457.100;7.816.284.866.414.020;31.298.675.321.568.100;37.191.064.735.605.100;11.975.680.496.544.700;6.579.702.323.523.550;33.111.681.102.507.300;0
Derby;England;United Kingdom;7.307.692.308;2.115.384.615;5.487.876.362.610.190;17.920.698.312.178.700;20.162.018.617.866.800;5.211.430.347.967.570;3.052.641.420.711.420;5.106.093.850.554.350;12.588.474.813.106.400;5.886.155.797.518.670;4.223.576.482.290.000;0
Guayaquil;Guayas Province;Ecuador;4.121.621.622;7.051.282.051;;20.657.784.298.022.000;40.710.524.385.742.300;88.136.660.894.912;3.204.493.278.266.130;46.805.171.474.869.900;1.452.349.975.594.390;7.145.044.718.045.610;5.486.132.309.176.680;0
Cotonou;Littoral Department;Benin;25;100;831.595.907.145.097;2.212.702.227.529.170;16.123.304.450.528.000;947.580.112.878.229;3.481.773.307.361.860;5.016.739.825.863.520;22.159.747.227.563.200;7.536.497.409.259.990;27.602.125.735.682.400;0
Louisville;Kentucky;United States of America;5.606.060.606;3.879.310.345;855.107.774.771.961;21.641.593.213.399.500;28.909.290.284.153.000;6.936.782.341.455.180;2.952.237.066.551.880;51.089.500.072.429.800;162.023.714.425.128;7.985.932.285.927.390;4.046.379.690.043.380;0
Madison;Wisconsin;United States of America;8.676.470.588;4.032.258.065;6.013.160.966.461.110;21.884.325.608.559.000;21.573.747.571.113.900;929.585.200.073.896;3.211.683.132.149.530;4.442.766.349.599.710;14.744.347.366.499.900;6.244.323.904.691.300;3.455.622.540.984.070;0
Salem;Oregon;United States of America;87.5;1.785.714.286;5.744.067.537.432.680;17.385.088.155.056.000;2.839.199.818.542.170;7.017.330.330.753.130;35.546.158.888.444.300;33.606.180.305.762.900;16.895.179.709.073.200;6.544.736.154.096.910;31.716.552.079.647.300;0
Ketchikan;Alaska;United States of America;100;50;5.218.989.651.481.930;16.479.099.156.176.500;270.078.869.057.916;6.592.516.958.774.430;;42.222.380.183.346.700;14.070.878.980.982.800;7.392.031.967.832.110;4.383.942.553.936.000;0
Trois-Rivieres;Quebec;Canada;8.214.285.714;0;;24.042.978.682.732.400;25.959.613.897.834.500;10.571.596.299.305.700;;4.467.429.748.194.640;13.573.471.029.245.100;802.683.717.898.251;33.583.534.546.716.900;0
Vaughan;Ontario;Canada;8.088.235.294;2.833.333.333;74.587.076.827.919.900;2.077.865.734.120.740;105.132.967.812.211;8.920.632.925.274.440;;44.236.814.308.659.900;18.725.302.250.651.000;4.389.808.750.713.740;29.380.823.972.762.500;0
Markham;Ontario;Canada;8.958.333.333;1.770.833.333;11.027.879.862.695.200;22.832.279.760.079.900;13.124.105.636.341.500;75.166.432.155.506.200;3.193.540.394.138.710;3.762.319.179.250.840;8.033.858.640.214.070;48.529.037.926.729.500;4.178.897.908.640.160;0
La Plata;Buenos Aires Province;Argentina;4.090.909.091;6.363.636.364;6.729.580.190.108.560;24.216.414.593.357.200;1.797.555.322.701.790;9.808.651.156.000.300;3.222.351.014.670.930;44.085.943.483.462.100;1.357.122.271.670.970;6.217.947.698.396.130;4.003.458.052.258.930;0
Toulon;;France;60;4.166.666.667;4.150.214.299.745.350;17.492.674.117.052.400;41.489.639.814.162.700;55.698.686.581.115.100;;4.252.500.464.971.020;12.534.008.729.084.900;8.668.363.454.098.440;3.502.370.872.206.410;0
Brampton;Ontario;Canada;7.083.333.333;3.988.095.238;7.159.398.310.953.250;171.816.105.324.697;28.954.801.012.055.500;5.817.090.294.681.830;3.573.287.587.922.070;5.305.264.113.279.310;1.811.704.225.580.010;7.909.444.034.942.160;3.254.926.496.664.730;0
Cordoba;Cordoba Province;Argentina;35;5.833.333.333;;23.541.745.667.390.200;13.927.002.506.501.700;855.144.684.504.605;;44.642.235.674.836.600;14.134.953.926.050.300;517.052.148.914.131;3.662.648.159.726.400;0
Santa Rosa;La Pampa;Argentina;75;75;6.209.697.436.775.350;1.693.185.048.169.170;22.610.768.713.435.300;487.541.388.108.418;3.273.799.385.347.760;5.492.767.282.750.740;1.701.511.804.175.400;51.505.508.284.888.900;3.893.766.831.260.580;0
San Salvador de Jujuy;Province of Jujuy;Argentina;75;50;;17.877.771.608.491.000;10.490.838.986.806.200;753.304.200.193.721;35.405.764.852.081.100;36.775.868.924.744.900;1.466.895.004.953.640;57.401.465.119.390.600;4.126.407.533.121.040;0
La Rioja;La Rioja Province;Argentina;100;50;9.608.533.593.881.910;23.134.022.823.516.100;4.544.841.717.583.640;65.778.340.481.222.400;30.092.232.972.838.100;32.890.449.423.468.200;11.789.619.287.242.200;7.856.818.211.662.690;30.427.969.437.914.900;0
Mendoza;Mendoza;Argentina;65.625;5.357.142.857;5.375.895.978.926.890;15.371.287.427.649.600;56.867.859.236.154.400;7.894.086.171.432.450;;49.388.846.377.277.600;15.116.022.810.250.700;5.771.299.203.911.120;4.174.219.639.817.960;0
Viedma;Rio Negro Province;Argentina;100;75;8.697.122.159.630.040;16.645.277.418.872.500;27.752.000.239.563.800;5.350.923.532.087.750;3.722.640.993.858.730;39.355.579.570.931.300;13.748.667.952.485.500;750.245.446.082.447;4.180.567.592.572.650;0
San Luis;San Luis Province;Argentina;75;50;7.748.928.548.486.430;1.988.430.942.320.290;1.893.993.665.488.090;73.758.831.019.097.100;3.168.202.484.300.600;3.684.028.571.359.740;9.984.033.412.182.150;6.525.155.080.129.820;31.369.450.065.480.100;0
Santiago del Estero;Santiago del Estero Province;Argentina;75;25;7.117.917.746.068.100;21.611.631.856.933.100;20.067.572.788.819.700;9.605.650.817.390.330;3.490.849.489.661.230;33.197.166.097.165.400;17.539.129.697.152.900;8.403.285.791.706.680;4.213.567.957.421.260;0
Charleston;West Virginia;United States of America;95;50;831.002.902.004.885;21.269.827.636.661.700;40.936.153.391.245.500;7.703.374.743.177.980;3.012.544.217.151.510;36.543.121.248.890.200;1.297.186.896.038.200;7.048.525.056.030.900;4.775.784.922.040.900;0
Bugibba;;Malta;40;65;55.242.965.308.965.000;15.714.242.432.238.900;26.220.174.214.138.100;6.344.585.274.835.140;379.788.376.466.985;47.534.227.152.384.000;16.903.180.314.450.700;5.110.661.420.520.590;40.333.912.177.420.700;0
Viljandi;Viljandi County;Estonia;100;37.5;10.201.425.755.101.000;19.079.907.898.724.500;8.918.892.600.033.820;48.998.748.098.928;3.064.953.694.983.070;3.313.789.519.350.310;18.525.433.629.799.000;6.854.744.753.582.540;3.964.449.588.219.740;0
Tulsa;Oklahoma;United States of America;75;3.863.636.364;53.681.257.542.274.500;1.909.379.792.827.230;32.619.312.974.501.000;8.098.838.844.819.450;3.513.581.338.262.000;4.356.664.691.770.230;11.983.635.213.850.300;1.079.008.419.398.940;20.041.425.861.250.200;0
Paide;Jarva County;Estonia;100;0;8.937.802.407.855.280;1.479.168.920.753.450;1.056.246.053.906.740;3.694.274.998.949.450;371.176.313.238.755;48.032.021.765.647.300;16.980.754.992.450.200;61.158.047.400.642.200;2.831.234.425.504.200;0
Monte Carlo;Commune of Monaco;Monaco;2.272.727.273;43.75;812.420.782.636.168;20.750.951.515.100.200;26.489.114.701.279.100;854.083.737.580.695;3.180.596.239.862.970;43.162.567.719.310.700;1.007.559.844.389.730;6.398.422.489.979.380;472.445.657.765.958;0
Trabzon;Trabzon Province;Turkey;2.777.777.778;25;7.184.973.118.804.080;20.107.921.937.827.300;25.234.427.972.105.400;521.668.448.428.477;2.837.446.115.636.520;3.840.115.576.156.740;12.427.538.333.244.600;23.136.611.018.123.200;3.665.410.662.111.120;0
Herat;Herat;Afghanistan;43.75;31.25;549.948.928.649.166;23.030.877.472.955.800;13.902.968.646.212.500;9.619.574.960.906.590;35.208.433.279.750.500;4.421.670.062.352.970;14.740.787.109.276.800;;58.468.269.575.803.000;0
Coimbra;Coimbra;Portugal;8.235.294.118;4.117.647.059;;2.566.734.691.446.340;8.904.799.817.878.540;9.711.379.813.856.340;2.931.111.226.041.610;32.499.782.435.818.400;16.848.443.749.704.900;7.268.768.581.004.770;3.371.680.094.416.700;0
Kandahar;Kandahar;Afghanistan;0;75;5.319.769.072.934.940;20.420.207.196.666.600;22.390.795.565.630.600;8.053.558.881.344.850;31.502.750.450.181.600;39.911.902.542.389.400;1.397.408.472.536.070;8.315.799.710.462.970;29.257.320.397.061.300;0
Limoges;;France;100;0;6.369.111.631.336.880;23.534.094.272.075.200;3.445.680.113.231.400;9.170.939.959.898.560;2.953.505.243.085.840;3.574.172.847.663.840;921.326.753.890.105;59.280.269.238.980.800;22.759.034.613.820.800;0
Pecs;Baranya County;Hungary;62.5;25;6.733.493.842.280.840;1.975.626.645.967.170;27.430.441.731.073.500;6.035.086.878.051.120;3.039.376.700.929.240;3.976.849.857.048.670;19.394.026.670.078.900;54.510.725.138.101.800;3.178.003.604.766.860;0
Dunkirk;;France;3.611.111.111;45;6.883.015.402.442.050;2.105.022.172.113.450;14.298.410.462.069.000;7.243.682.989.120.730;31.675.388.888.064.800;570.424.258.610.733;15.958.333.509.435.800;7.061.583.215.486.600;4.102.291.769.099.020;0
Gifu;Gifu Prefecture;Japan;62.5;50;8.013.516.428.610.770;22.515.645.195.667.900;20.375.668.273.694.200;78.373.976.498.836.000;3.085.948.104.416.430;3.820.142.488.688.150;12.666.016.328.769.000;7.876.705.221.845.320;44.449.005.904.963.500;0
Guelma;Annaba Province;Algeria;25;50;827.205.509.125.987;20.422.532.906.846.200;24.196.522.678.757.300;844.840.522.471.032;3.328.903.824.590.430;50.068.487.324.886.700;15.157.407.524.684.300;7.102.274.371.395.470;5.140.207.742.689.400;0
Sfax;Sfax Governorate;Tunisia;1.111.111.111;7.083.333.333;8.746.985.976.471.960;14.839.372.373.034.000;22.174.781.140.510.200;5.459.171.832.896.890;36.936.988.130.891.700;4.073.808.248.759.780;15.892.078.526.968.600;7.216.401.932.471.840;47.637.305.356.972.200;0
Suceava;Suceava County;Romania;71.875;37.5;8.154.840.855.474.220;20.231.733.476.003.500;25.620.771.365.199.700;7.651.668.437.911.800;3.672.242.972.013.080;5.978.700.731.609.190;11.802.846.743.479.200;7.238.476.153.380.520;3.696.327.574.847.770;0
Kavaje;Tirana County;Albania;100;75;9.045.720.545.334.610;22.218.416.908.873.600;22.829.110.842.069.400;7.609.833.075.619.990;29.306.245.930.229.600;5.587.478.629.141.490;1.535.758.277.142.420;4.455.526.428.426.120;4.213.700.443.947.220;0
Sendai;Miyagi Prefecture;Japan;87.5;25;8.922.409.558.967.970;20.752.072.640.009.900;1.329.192.260.936.970;8.560.537.109.298.670;3.579.443.267.771.910;4.685.383.258.139.990;15.692.738.321.524.000;1.072.823.286.499.230;4.081.728.016.204.540;0
Alcala de Henares;Community of Madrid;Spain;75;50;596.130.157.218.858;18.210.899.501.828.200;23.926.078.824.959.200;61.887.903.080.650.600;36.497.549.898.448.100;5.675.261.592.301.330;7.791.637.810.541.030;58.174.825.290.484.300;491.958.504.678.586;0
Espoo;Uusimaa;Finland;9.545.454.545;1.944.444.444;;20.543.897.678.280.700;20.113.897.568.469.900;7.248.374.249.340.610;3.172.802.103.416.210;5.589.538.725.719.820;23.952.450.435.917.400;6.824.220.581.051.290;3.651.864.698.731.570;0
Saint-Denis;Reunion;France;75;50;8.184.410.006.452.290;16.663.655.383.023.800;17.944.852.375.346.700;4.038.955.038.706.490;33.195.419.943.711.200;36.323.575.563.239.300;1.253.583.833.166.140;56.310.592.251.147.400;45.990.822.001.408.900;0
Oulu;;Finland;8.695.652.174;12.5;7.636.454.091.471.830;23.893.607.434.384.900;1.813.626.158.474.800;11.086.526.251.113.600;3.515.588.107.416.260;5.149.640.600.608.640;8.637.461.294.328.710;5.560.351.213.195.100;33.329.064.973.828.000;0
Santa Monica;California;United States of America;6.666.666.667;5.416.666.667;77.753.855.932.769.600;19.307.716.833.624.200;15.704.482.092.929.500;78.811.972.419.552.600;32.433.620.298.187.700;30.175.347.653.703.700;13.378.164.811.882.500;8.905.195.716.873.550;33.094.717.160.131.500;0
Hassan;Karnataka;India;6.818.181.818;6.071.428.571;7.617.148.870.829.690;19.660.694.201.188.700;27.080.268.722.211.700;73.827.548.827.212;34.517.988.734.636.000;3.290.166.463.536.920;8.547.283.221.007.030;601.447.024.187.457;23.915.400.059.994.000;0
Palo Alto;California;United States of America;56.25;50;6.664.934.584.402.660;2.187.700.083.539.570;16.477.350.806.119.300;7.325.000.809.399.830;2.998.465.234.888.420;41.230.858.785.515.200;17.192.685.258.211.400;4.103.578.908.801.760;45.021.382.137.389.800;0
Green Bay;Wisconsin;United States of America;6.388.888.889;50;;18.216.188.032.589.500;30.646.815.275.421.800;6.325.161.655.042.650;29.496.608.830.837.700;40.412.015.243.193.400;14.712.284.631.836.000;1.063.717.198.108.590;3.855.772.963.661.710;0
Aix-en-Provence;;France;7.857.142.857;50;881.535.795.265.852;20.833.108.404.702.900;26.780.691.787.331.600;7.223.961.867.464.940;3.291.196.851.014.230;4.304.068.942.916.540;7.151.750.616.262.850;8.841.329.592.006.830;2.875.880.180.472.330;0
Torun;Kuyavian-Pomeranian Voivodeship;Poland;37.5;4.285.714.286;7.765.635.561.977.190;17.318.556.894.396.400;13.736.342.035.671.100;6.984.101.860.179.180;3.598.136.999.394.830;35.599.802.591.894.900;11.515.123.021.868.900;39.550.476.031.066.400;3.214.449.639.874.840;0
Charleston;South Carolina;United States of America;75;5.769.230.769;6.225.152.012.969.110;16.974.117.152.260.100;29.533.608.826.117.500;5.574.917.123.210.290;;3.801.147.511.485.800;1.759.550.986.619.470;755.190.590.415.527;2.770.822.652.580.120;0
Bariloche;Rio Negro Province;Argentina;8.333.333.333;4.166.666.667;;22.372.043.045.827.700;1.589.367.441.054.200;8.289.191.783.611.950;3.038.506.627.738.950;3.604.684.842.117.420;15.234.277.164.197.400;4.819.557.178.785.350;4.157.927.298.303.720;0
Lucknow;Uttar Pradesh;India;2.566.666.667;7.282.608.696;8.567.043.820.038.330;16.021.786.704.107.700;23.683.110.189.971.600;4.286.930.404.603.040;36.028.628.191.117.700;49.051.253.888.233.500;9.027.167.171.997.120;6.747.622.913.468.430;28.049.268.236.561.300;0
Salford;England;United Kingdom;100;50;6.994.194.675.250.790;21.666.531.857.869.600;23.027.385.262.019.300;979.632.989.498.925;38.215.297.740.207.700;369.468.072.066.889;18.967.258.633.388.200;5.965.152.320.854.080;4.398.900.709.483.940;0
Basra;Basra Governorate;Iraq;2.708.333.333;7.291.666.667;33.445.885.334.830.200;1.564.799.268.388.040;5.533.470.279.929.280;8.530.101.581.463.270;3.711.477.704.350.850;48.563.114.780.716.000;16.980.609.973.919.600;696.224.900.678.997;257.514.103.097.745;0
Dover;New Hampshire;United States of America;100;50;;1.986.549.758.412.690;2.006.349.032.717.220;9.539.983.929.130.000;34.461.853.484.797.500;4.129.792.013.051.180;9.767.080.688.946.910;4.314.199.974.674.720;4.565.423.281.976.800;0
Dnipro;Dnipropetrovsk Oblast;Ukraine;2.419.354.839;7.065.217.391;;19.225.416.191.961.000;21.762.614.145.877.900;7.259.638.237.663.370;3.316.496.585.578.880;3.972.628.256.932.210;18.261.212.947.742.500;45.981.624.178.188.700;4.344.804.944.234.690;1
Nashua;New Hampshire;United States of America;87.5;0;7.774.468.468.846.810;21.675.287.219.198.000;22.316.398.283.637.100;79.475.341.311.894.900;38.504.343.760.501.600;288.068.577.690.003;14.136.699.006.023.400;6.886.186.084.786.500;38.910.973.336.994.900;1
Medellin;Antioquia Department;Colombia;239.010.989;3.823.529.412;;17.273.143.278.552.700;28.894.476.969.921.500;42.509.167.915.312.800;24.428.514.512.284.700;5.596.293.401.265.500;21.340.849.260.481.200;5.127.471.187.375.930;2.959.749.614.118.370;1
Kobe;Hyogo Prefecture;Japan;80;3.333.333.333;72.034.388.489.879.800;1.684.453.578.758.030;22.826.484.697.453.900;6.283.249.716.056.100;27.189.204.467.895;4.373.708.632.363.270;16.410.654.069.644.000;645.059.225.796.531;6.389.161.009.216.360;1
Kayseri;Kayseri Province;Turkey;25;62.5;6.150.487.600.902.440;24.088.842.236.487.100;6.342.502.842.776.540;9.609.895.813.228.700;42.134.318.649.952.400;3.543.925.258.525.220;12.340.384.227.384.600;8.323.866.138.787.500;3.551.655.811.015.030;1
Recife;Pernambuco;Brazil;4.916.666.667;7.741.935.484;;22.595.909.234.244.700;9.660.658.301.980.390;8.827.654.541.082.930;3.979.242.402.936.570;3.157.509.090.103.920;1.671.655.697.181.710;17.000.682.933.674.800;39.592.936.152.493.400;1
Manchester;New Hampshire;United States of America;7.692.307.692;3.888.888.889;6.767.523.658.273.500;20.375.105.571.618.700;2.116.272.673.490.320;5.232.749.727.921.740;25.106.238.395.824.900;33.490.537.583.271;1.321.432.417.038.470;7.986.300.940.720.740;33.002.534.975.545.200;1
Amritsar;Punjab;India;2.156.862.745;7.670.454.545;8.037.430.326.921.500;14.841.530.893.731.300;48.410.471.014.066.000;4.755.879.694.801.490;26.821.189.582.815.000;3.929.012.057.483.380;12.466.609.696.344.300;;25.062.381.267.412.400;1
Oak Ridge;Tennessee;United States of America;87.5;50;8.177.174.973.797.970;21.044.877.003.104.800;186.261.493.120.285;72.716.723.645.577.200;;45.592.749.989.981.600;14.247.947.201.088.000;859.304.283.912.371;3.325.638.985.632.970;1
Strumica;Strumica Municipality;North Macedonia;68.75;28.125;6.744.799.074.889.900;20.408.431.824.790.800;20.215.697.516.941.800;6.125.251.637.811.490;3.045.279.373.540.630;5.443.393.171.362.820;12.014.243.001.325.100;726.080.760.823.959;486.854.263.008.631;1
San Luis Obispo;California;United States of America;92.5;4.583.333.333;7.603.775.446.495.930;21.468.277.802.536.400;11.459.622.444.976.500;10.999.995.159.050.400;3.989.208.685.532.550;3.210.690.740.723.770;12.010.675.957.758.000;58.100.706.666.696.700;35.849.850.237.337.200;1
